businessname,submissiondate,businesstype,variable,value,percoftotal,total,label_en,label_ne,latitude,longitude,index
Golden Cloud Adventure P. Ltd.,2,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.710411302506,85.3129580931116,1086
Ashirwad export,2,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71892,85.3122,1087
Nepal Highland Treks P Ltd,2,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7166059299288,85.3117833730153,1088
Demeter Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7207596166803,85.3607724987554,1089
Green Boutique Hotel,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7210567730833,85.3653754560733,1090
Hotel Crown Plaza,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7130878,85.3281444,1091
Ghumante The Traveller adventure pvt ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7392974199588,85.3239723928859,1092
Mount everest souvenir house,2,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7135681946502,85.3125867485289,1093
Mechi resort Pvt Ltd & Maina travels and tours Pvt Ltd,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2072939,83.9578631,1094
Naya Nepal collection and export pvt.ltd,1,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.713195,85.3122775,1095
Nepal Ascent Treks,1,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7119692416278,85.3110869262584,1096
Royal handicraft,1,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7155286407712,85.3113662974226,1097
Eco craft collection,1,Shop/Merchandise,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7169496294368,85.310175951392,1098
Little buddha restaurant &lounge bar,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7141228,85.3116181,1099
Tourism,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.20794,83.95855,1100
Wish List Nepal Tours and Travels,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7054130197592,85.3489936269846,1101
3 Sisters Adventure Trekking P(Ltd),1,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2198688,83.9580593,1102
Harry guest house and restaurant,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.21224,83.9626,1103
Pilgrims Guest House P.Ltd,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.717619,85.3115799,1104
The  cashmere store,1,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2044184,83.9644088,1105
Green Mansions Jungle Resort,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.5845046127971,84.4711607974195,1106
Suburb cafe,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.684759,85.312688,1107
Hotel Vinayak pvt ltd,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,26.98806,85.89996,1108
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7153038584918,85.3103238891712,1109
Stunning Adventure,2,Trekking,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.6891069867822,85.2478348127655,1110
Golden Cloud Adventure P. Ltd.,2,Trekking,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.710411302506,85.3129580931116,1111
Hotel Tharu Garden,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.5753519138286,84.5016726992705,1112
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7180005590084,85.3097967996561,1113
Agaman hotel,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7349334767156,85.3143232244077,1114
Reggae Bar Restaurant & lounge pvt ltd,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7147492,85.3102089,1115
Hotel Business,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.6632585317559,85.4449016109137,1116
Tour and trekking and Expedition,2,Trekking,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7153213473598,85.3117415550944,1117
Cuisine Court,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.719115,85.332184,1118
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.71578,85.30945,1119
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.71578,85.30944,1120
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.71702,85.33378,1121
Hotel Luna Kathmandu,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7167297,85.3120921,1122
Kathmandu Spa,2,Other,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7161657,85.3108951,1123
